"Projeto";"Tipo";"Situação";"Título";"Descrição";"Data de início";"Data limite";"Atribuído para";"Lotação"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005910";"h1. Carregador de Parede Carga Rápida para Android - Entrada USB-A com USB-C de 1m Motorola Original

Para você que sempre sofre com os aparelhos eletrônicos com pouca carga, é importante sempre ter na bolsa ou mochila, o carregador de parede 6955226410253 da Motorola. Compatível com Android, ele tem 1 entrada USB-A, 10W de potência, padrão original, proporciona carga rápida e ainda, acompanha 1 cabo USB-C de 1m de comprimento. Tudo para que você sempre tenha como repor a carga de seu Smartphone e onde estiver.

!{max-width:250px; height:auto}https://a-static.mlcdn.com.br/280x210/carregador-de-parede-carga-rapida-para-android-entrada-usb-a-com-usb-c-de-1m-motorola-original/consertasmartsas/b348bd5427c111ee8cff4201ac185049/4b1c84ecb781aa6b51b014daa5972401.jpeg! !{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/carregador-de-parede-carga-rapida-para-android-entrada-usb-a-com-usb-c-de-1m-motorola-original/consertasmartsas/b348bd5427c111ee8cff4201ac185049/4b1c84ecb781aa6b51b014daa5972401.jpeg! !{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/carregador-de-parede-carga-rapida-para-android-entrada-usb-a-com-usb-c-de-1m-motorola-original/consertasmartsas/b348bd5427c111ee8cff4201ac185049/6470da72750865c8fe1553f7064219a6.jpeg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005911";"h1. KKcare Conjunto de receptor de transmissor sem fio HD sem fio suporte para adaptador de exibição sem fio 4K qualidade de imagem de longa distância de transmissão plug and play";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005912";"h1. Tampa traseira da bateria do telefone Tampa traseira da bateria para Huawei Mate 20 Lite/Maimang 7

Certifique -se de que seu modelo de telefone antes de comprar Cada item foi verificado e em boas condições antes do envio. Envie -nos uma foto se encontrar algum pacote danificado. Garantia de qualidade e serviço amigável pós-venda Entre em contato conosco se tiver alguma dúvida, responderemos a você dentro de 24 horas.

!{max-width:250px; height:auto}https://m.media-amazon.com/images/I/41SUQ1YnOzL._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/41SUQ1YnOzL._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/31lz0hKISnL._AC_.jpg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005913";"h1. Tgoon Bolsa para drone, bolsa de armazenamento PU RC portátil durável para 2 PRO";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005914";"h1. Smartphone Samsung Galaxy A30s 64GB Violeta 4G - 4GB RAM Tela 6,4 Câm. Tripla + Câm. Selfie 16MP

O Display Infinito de 6,4'' de ponta a ponta e a qualidade de tela super AMOLED vai redefinir seu entretenimento para que você não perca nenhum detalhe seja jogando seus games ou assistindo seus vídeos favoritos. O smartphone Galaxy A30s é elegante e ao mesmo tempo durável, além de ter acabamento sofisticado e ergonômico. Conta com sensor de impressão digital na tela para maior segurança. Ele chega na cor Violeta. O Galaxy A30s é composto de câmera tripla. Tudo com um campo de visão semelhante ao olho humano. Capture mais do mundo com o amplo campo de visão de câmera Ultra-Wide, a câmera que permite que suas histórias sejam claras tanto de dia como de noite. Com um telefone tão inteligente como este suas fotos se tornam incríveis. Você quer recordar memórias mas sem ver olhos fechados. A detecção de falha permite que você saiba se alguém piscou se há muita luz de fundo ou se o item principal aparece como um borrão para que você tire a foto certa. Você que sair bem na selfie. Por isso para uma aparência deslumbrante durante o dia a câmera frontal de 16MP do Galaxy A30s oferece fotos nítidas de alta resolução. E com o Foco da Selfie que desfoca suavemente o fundo seu rosto se torna o destaque. Agora você tem ainda mais maneiras de se expressar. Crie emojis personalizados para enviar aos seus amigos e mostrar como se sente. Brinque com adesivos filtros e selos em fotos divertidas que falam mais do que palavras. Com uma bateria de 4.000mAh pronta para durar o dia todo você aproveita ao máximo cada momento. E não precisa se preocupar em recarregar, o Galaxy A30s tem carregamento rápido de 15W para que você volte ao que estava fazendo sem perder seu tempo. O processador octa-core trabalha com conteúdos e recursos na ponta dos seus dedos para que você acesse tudo rapidamente. O modo Noturno oferece uma experiência confortável no escuro e os recursos visuais claros e intuitivos fazem com que seu telefone mostre a você uma segunda natureza. Possui ainda um armazenamento interno de 64GB para guardar suas fotos e músicas, mais memória RAM de 4GB. É 4G para não perder nada nas redes sociais e é dual chip para você poder usar com duas operadoras da sua escolha.

!{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-a30s-64gb-violeta-4g-4gb-ram-tela-64-cam-tripla-cam-selfie-16mp/vilavirtual/076230ccca4111eb88024201ac18500e/af0baa9f2f5c66c680227356affa30af.jpeg! !{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-a30s-64gb-violeta-4g-4gb-ram-tela-64-cam-tripla-cam-selfie-16mp/vilavirtual/076230ccca4111eb88024201ac18500e/813a47615b301d347cedc36f7ee42189.jpeg! !{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-a30s-64gb-violeta-4g-4gb-ram-tela-64-cam-tripla-cam-selfie-16mp/vilavirtual/076230ccca4111eb88024201ac18500e/0fea34d08c2ff4ce851a917ed1bd90f1.jpeg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005915";"h1. Carregador para IPH - KAIDI

Carregador para IPH, carregamento rápido, 10W, 5V-2.4A.

!{max-width:250px; height:auto}https://a-static.mlcdn.com.br/280x210/carregador-para-iph-kaidi/tecpoint-imports/17ba3fce0f9911eebdc64201ac185049/34dbd697b31ddd1c18361f92102f347d.jpeg! !{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/carregador-para-iph-kaidi/tecpoint-imports/17ba3fce0f9911eebdc64201ac185049/34dbd697b31ddd1c18361f92102f347d.jpeg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005916";"h1. Capô de tela de drone para tablet e proteção solar para drone compatível com controle remoto Mavic Air 2, artigos esportivos

Para-sol para controle de drone especial projetado para Mavic Air 2, DJI MINI, MAVIC Pro, MAVIC 2, Phantom, Spark. O forro é um material macio que absorve a luz que efetivamente inibe o reflexo da tela e bloqueia a luz solar. 【Capô de controle de drone】 Protetor solar para controle de drone especial projetado para Mavic Air 2, para DJI MINI, para MAVIC Pro, MAVIC 2, Phantom, Spark. 【Bloqueia a luz solar】O forro é um material macio que absorve a luz que efetivamente inibe o reflexo da tela e bloqueia a luz solar. 【Veja claramente as imagens】Acessório maravilhoso e prático para controle remoto de drone que permite que você veja claramente imagens e dados de voo na tela. 【Design dobrável】O design dobrável o torna leve e portátil, fabricação de couro PU de alta qualidade e material de silicone, peças de atualização de alta precisão. 【Luz dobrável】Luz dobrável, fácil de carregar e armazenar, cerca de 22 x 18 x 17,3 cm / 8,7 x 7,1 x 6,8 polegadas do tamanho garante a combinação perfeita.

!{max-width:250px; height:auto}https://m.media-amazon.com/images/I/512oF2I2JxL._AC_UL320_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/318jiLc7h0L._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/31fMi7g+vnL._AC_.jpg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005917";"h1. Bolsa de mão de drone, bolsa de mão portátil de drone confortável para FIMI X8 MINI";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005918";"h1. Carregador Rápido Turbo 30w Pd Baseus Tipo-c & 2 Usb Compact Cor Branco

Use seu dispositivo a qualquer hora, em qualquer lugar, garantindo um carregamento eficiente e seguro com o carregador da Baseus Adorkable Car Charger. Economize tempo e energia Com o carregamento turbo, seu dispositivo estará pronto em menos de 1 hora. Adaptado para onde você estiver O adaptador de corrente para paredes oferece uma boa combinação de força e peso para que você possa carregar seu dispositivo onde precisar.

!{max-width:250px; height:auto}https://http2.mlstatic.com/D_NQ_NP_992844-MLU70065128697_062023-F.webp!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005919";"h1. Transceptor HF SSB QRP, Transceptor SDR de Alta Frequência de 8 Bandas Multi Interfaces Grande Alcance Com Display LCD para Recepção de Sinal (Plugue UE)";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005920";"h1. DAUERHAFT Drone Remote Control Bracket Balanced Drone Remote Control Lanyard Free Your Hands Stabler Double Hanging Buckle for Drone Remote Control

Feature: 1. Easily applicable lanyard, free your hands, considerate designs. Specification: Condition: 100% Brand New Package List: 1 x Bracket 1 x Double Hook Lanyard Double hanging buckle, more balanced, stabler and safer, anti‑dropping, giving the remote control more protection. High‑quality metal hanging buckle, convenient and practical. Easily applicable lanyard, free your hands, considerate designs. Made of quality material, safe and eco-friendly, stable and durable. Light weight and in small size, easy to install and disassemble.

!{max-width:250px; height:auto}https://m.media-amazon.com/images/I/61MFqmdpMlL._AC_UL320_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/31EoORwHR3L._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/41btGWVP22L._AC_.jpg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005921";"h1. Teclado Bluetooth dobrável, teclado dobrável de viagem portátil com teclado numérico, teclado de tamanho completo ultrafino sem fio para ios para android para windows 3 para tablets de celular, bt 3.0, 180 mah

!{max-width:250px; height:auto}https://m.media-amazon.com/images/I/417qU+X0LpL._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/51DhW3TzfML._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/51z1gqDjXBL._AC_.jpg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005922";"h1. Máquina de jogo handheld RG35XX, sistema Linux da tela do IPS de 3, 5 polegadas com cartão 64G TF incorporado 5474 jogos clássicos saída da tv do apoio HDMI (purple)

!{max-width:250px; height:auto}https://m.media-amazon.com/images/I/51XEPRIFvBL._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/61unJ7rZfHL._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/515H7+SgpRL._AC_.jpg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005923";"h1. Smartphone Motorola Moto G32 XT2235-3 Dual Sim de 128GB/6GB Ram de 6.5"" 50+8+2MP/16MP - Satin Silver

Apontou, clicou, postou. É surreal. Tire fotos ultra-wide com grande-angular, faça retratos com aparência profissional e capture detalhes bem de perto. Você tem a câmera ideal para todos os momentos.Curta o áudio multidimensional imersivo e envolvente, com graves aprimorados, voz mais nítida e som mais cristalino, com dois alto-falantes estéreo grandes com Dolby Atmos.Assista a todos os seus conteúdos com um som mais claro, nítido e alto. Com o Moto G32, você ouve graves aprimorados e vocais mais nítidos, além de ter mais clareza e volumes mais altos.Som tridimensional e envolvente de qualidade Dolby Atmos. Curta o som dos seus filmes e séries favoritos de um jeito completamente novo e escute músicas com mais clareza e nitidez.Aproveite o melhor da câmera do Moto G32 com sensor de 50MP + Quad Pixel e confira também alguns dos recursos para deixar seus cliques ainda mais bonitos.Com a ajuda da inteligência artificial, usando a regra dos terços, a câmera gera automaticamente uma versão opcional da imagem com base na foto original.Mude para o modo Night Vision em ambientes com pouquíssima luz para revelar mais detalhes no escuro.Com a tecnologia Quad Pixel, você tem 4 vezes mais sensibilidade em situações de pouca luz para suas fotos ficarem mais nítidas e vibrantes.Grave vídeos ou tire fotos usando as câmeras traseira e frontal ao mesmo tempo. Com o modo Captura Dupla, as duas câmeras funcionam juntas em uma tela dividida.A vida não para. Seu telefone também não pode parar. O processador Snapdragon 680 Octa-Core e os 6GB de RAM aceleram seu desempenho em tudo. Tenha potência extra para curtir games, assistir a vídeos por streaming e usar recursos avançados de fotografia. E não se preocupe mais com o armazenamento. Com 128GB de memória interna, tem espaço de sobra para fotos, filmes, músicas, apps e jogos.Ninguém merece se estressar com pouca bateria, principalmente antes de sair à noite ou durante um dia agitado no trabalho. Com o TurboPower 33, você consegue horas de bateria em poucos minutos de carga.Pode esquecer o carregador e o estresse. A bateria reforçada de 5000 mAh acompanha seu ritmo por mais tempo sem precisar de uma nova carga.

!{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/smartphone-motorola-moto-g32-xt2235-3-dual-sim-de-128gb-6gb-ram-de-6-5-50-8-2mp-16mp-satin-silver/grupoduascabecas/3948617/d53ae8a3ed0d7d42dddb70b310118aa5.jpeg! !{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/smartphone-motorola-moto-g32-xt2235-3-dual-sim-de-128gb-6gb-ram-de-6-5-50-8-2mp-16mp-satin-silver/grupoduascabecas/3948617/b5bfa6678f07d3f37af9fb1be7b3f1c3.jpeg! !{max-width:250px; height:auto}https://a-static.mlcdn.com.br/90x90/smartphone-motorola-moto-g32-xt2235-3-dual-sim-de-128gb-6gb-ram-de-6-5-50-8-2mp-16mp-satin-silver/grupoduascabecas/3948617/8bbb713164b894132d1a07f881cfb089.jpeg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005924";"h1. Sony PlayStation 3 Super Slim 250GB Standard cor  charcoal black

Com seu console PlayStation 3 você terá entretenimento garantido todos os dias. Sua tecnologia foi criada para colocar novos desafios para jogadores novatos e especialistas. Você não só poderá baixar os melhores videogames e navegar na web sem limites, mas graças à sua interconectividade global, também poderá competir online com seus amigos e pessoas de todo o mundo desfrutando de aventuras inesquecíveis. Não só isso, o controle DualShock combina recursos revolucionários e sem precedentes, preservando a precisão, conforto e exatidão em cada movimento. Adaptado às suas necessidades Salve as suas aplicações, fotos, vídeos e muito mais no disco rígido, que tem uma capacidade de 250 GB. Por outro lado, tem uma porta USB e saída HDMI, que permitem conectar acessórios e carregar a bateria do controle enquanto você joga. Você poderá reproduzir música, assistir seus filmes e séries favoritos através dos aplicativos para download.

!{max-width:250px; height:auto}https://http2.mlstatic.com/D_NQ_NP_654507-MLA51356082489_082022E-F.webp!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005925";"h1. Streaming Box S Automotivo Wi-fi 4g Carros C/sistema Carplay

Streaming Box S Faaftech Andorid/Carplay Desbloqueio de Tela 2GB RAM / BT / 32GB / WI-FI / 4G / Plug in Play - 3818 Todas as vantagens do Streaming agora direto na sua Multimídia original, incluindo as mais famosas e usadas. Operando em carros com CarPlay de fábrica1, o Streaming Box Faaftech traz uma experiência de entretenimento nunca imaginada. Sua central Multimídia de fábrica, finalmente poderá ser chamada de Multimídia, com músicas, vídeos e navegação online, internet 4G e Wi-Fi para compartilhar com os passageiros. Que tal Wi-Fi com internet para todos no seu carro? Adicionando um SIM Card 4G ao Streaming Box Faaftech, além de poder acessar seus Apps e conteúdos independente do seu smartphone ainda vai poder compartilhar internet Wi-Fi com todos no carro2. Mas se preferir não instalar um SIM Card, você pode usar todas as funcionalidades do Streaming Box Faaftech normalmente através do compartilhamento da internet do smartphone. A instalação mais fácil que você já viu. Nada de desmontar seu carro, conecte o Streaming Box Faaftech no USB do veículo e pronto, é só aproveitar. O propósito é entretenimento, e um sistema lento não combina, certo? Por isso o Streaming box Faaftech possui processador Qualcomm de 8 núcleos garantindo mais que o dobro da velocidade que qualquer outro. Seu CarPlay e Android Auto agora sem Fio. Aproveite o máximo da comodidade do CarPlay e Android Auto² sem fio, assim não importa se seu telefone está no bolso ou na bolsa, basta estar no carro que está pronto para o uso. Com o Streaming Box Faaftech você não vai mais precisar conectar cabo para usar CarPlay ou Android Auto, navegue, ouça músicas, faça chamadas e use o assistente pessoal tudo sem fio. Compatível com mais carros que qualquer outro. Graças ao elevado desempenho de seu Processador Qualcomm o Streaming Box Faaftech possui 4 vezes mais compatibilidade, assim se você tiver mais de um carro, ou mesmo quando trocar de carro, vai poder continuar usando o mesmo dispositivo. Split Screen. Utilize até dois Apps simultaneamente na sua tela. Assim você pode por exemplo utilizar a Navegação GPS enquanto os passageiros continuam com o entretenimento. Conte com a segurança de um produto desenvolvido por uma empresa especialista em tecnologia automotiva com mais de 10 anos de mercado e processo de produção certificado ISO 9001. Características: - Marca: Faaftech - Modelo: 3818 *imagens meramente ilustrativas* Especificações: - Certificação Anatel: 13661-22-14274 - Sistema operacional: Android 9 - CPU: QualComm Octacore 1.8GHz - Memória RAM: 2GB DDR4 - Memória Flash: 32GB eMMC Flash - Rede: 2G, 3G, 4G LTE - Wi-Fi: 802.11a/b/g/n/AC 2.4GHz + 5GHz - Bluetooth: Dual BLE 5.0/4.2 Slave/Master + A2DP - Entrada para cartão de Memória: Micro SD de até - 128GB - Alimentação: 5V-12V 2A - Dimensões (Altura, Largura, Comprimento): 14.5mm x 81.7mm x 80.5mm - SIM CARD: Micro-SIM (15mm x 12mm x 0.76 mm) - Peso: 75g - Temperatura de operação: -10 a 70°C - Garantia: 12 meses de garantia contra defeitos de Fábrica Aplicação: AUDI: - Audi A3 2018 a 2022 com Carplay - Audi A4 2019 a 2022 com Carplay - Audi A5 2018 a 2022 com Carplay - Audi A6 2020 a 2022 com Carplay - Audi A7 2020 a 2021 com Carplay - Audi E-tron 2020 a 2022 com Carplay - Audi Q3 2020 a 2022 com Carplay - Audi Q5 2020 a 2022 com Carplay - Audi Q7 2021 a 2022 com Carplay - Audi Q8 2019 a 2022 com Carplay - Audi RS E-tron 2021 a 2022 com Carplay - Audi RS Q3 2021 a 2022 com Carplay - Audi RS Q8 2020 a 2022 com Carplay - Audi RS4 2019 a 2021 com Carplay - Audi RS5 2019 a 2021 com Carplay - Audi RS6 2021 a 2022 com Carplay - Audi RS7 2021 com Carplay CAOA CHERY: - Chery Tiggo 2 2021 a 2022 com Carplay - Chery Tiggo 3x 2021 a 2022 com Carplay - Chery Tiggo 5x 2019 a 2022 com Carplay - Chery Tiggo 7 2019 a 2023 com Carplay - Chery Tiggo 8 2021 a 2023 com Carplay Chevrolet: - Chevrolet Cobalt 2016 a 2020 com Carplay - Chevrolet Cruze 2017 a 2019 Versão LTZ com Carplay - Chevrolet Equinox 2018 a 2021 com Carplay - Chevrolet Onix 2017 a 2023 com Carplay - Chevrolet Prisma 2017 a 2019 com Carplay - Chevrolet S10 2017 a 2022 Versão LTZ / HIGH COUNTRY com Carplay - Chevrolet Spin 2018 a 2022 com Carplay - Chevrolet Tracker 2017 a 2023 com Carplay - Chevrolet Trailblazer 2017 a 2020 com Carplay - Corvette C8 2022 com Carplay Citroen: - Citroen C3 2020 a 2021 com Carplay - Citroen C4 Cactus 2019 a 2022 com Carplay - Citroen C4 Lounge 2019 a 2020 com Carplay Fiat: - Fiat Argo 2018 a 2022 com Carplay - Fiat Cronos 2018 a 2022 com Carplay - Fiat Mobi 2021 a 2022 com Carplay - Fiat Pulse 2022 com Carplay - Fiat Strada 2021 a 2022 com Carplay - Fiat Toro 2020 a 2022 com Carplay E TELA DE 10'' - Fiat Toro 2020 a 2022 com Carplay E TELA DE 7'' - Fiat Toro 2020 a 2022 com Carplay E TELA DE 8'' Ford: - Ford Bronco 2021 com Carplay - Ford Ecosport 2018 a 2021 com Carplay - Ford Edge 2018 a 2020 com Carplay - Ford Fiesta 2019 a 2020 com Carplay - Ford Focus 2018 a 2019 com Carplay - Ford Fusion 2018 a 2019 com Carplay - Ford Ka 2019 a 2021 com Carplay - Ford Maverick 2022 a 2023 com Carplay - Ford Ranger 2018 a 2023 com Carplay - Ford Territory 2021 a 2022 com Carplay Honda: - Honda City 2020 a 2022 com Carplay - Honda Civic 2016 a 2022 com Carplay - Honda CRV 2018 a 2021 com Carplay - Honda Fit 2018 a 2022 com Carplay - Honda HR-V 2019 a 2021 com Carplay - Honda WR-V 2019 a 2022 com Carplay Hyundai: - Hyundai Creta 2017 a 2021 com Carplay - Hyundai Creta 2022 a 2023 com Carplay E TELA DE 10,25'' - Hyundai HB20 2018 a 2022 CARPLAY VIA CABO - Hyundai IX35 2018 a 2022 com Carplay - Hyundai Tucson 2018 a 2022 com Carplay Jeep: - Jeep Commander 2022 com Carplay - Jeep Compass 2017 a 2022 com Carplay - Jeep Renegade 2018 a 2022 com Carplay Land Rover: - Land Rover Defender 2020 a 2022 com Carplay - Land Rover Discovery 2018 a 2020 com Carplay - Land Rover Discovery Sport 2020 a 2022 com Carplay - Land Rover RR Evoque 2020 a 2022 com Carplay - Land Rover RR Sport 2018 a 2022 com Carplay - Land Rover RR Vogue 2018 a 2021 com Carplay - Land Rover Velar 2018 a 2021 com Carplay Maserati: - Maserati Levante 2018 com Carplay Mercedes: - Mercedes Classe A 2016 a 2022 com Carplay - Mercedes Classe B 2016 a 2018 com Carplay - Mercedes Classe C 2019 a 2021 com Carplay - Mercedes Classe CLA 2016 a 2022 com Carplay - Mercedes Classe CLS 2016 a 2019 com Carplay - Mercedes Classe E 2017 a 2021 com Carplay - Mercedes Classe G 2021 com Carplay - Mercedes Classe GLA 2016 a 2022 com Carplay - Mercedes Classe GLB 2020 a 2022 com Carplay - Mercedes Classe GLC 2018 a 2022 com Carplay - Mercedes Classe GLE 2016 a 2022 com Carplay - Mercedes Classe GLS 2017 a 2021 com Carplay - Mercedes Classe S 2018 a 2019 com Carplay - Mercedes Sprinter 2022 com Carplay Mitsubishi: - Mitsubishi Eclipse Cross 2020 com Carplay - Mitsubishi Eclipse Cross 2021 a 2022 Versão GLS com Carplay - Mitsubishi Eclipse Cross 2021 a 2022 Versão HPE com Carplay - Mitsubishi L200 2021 a 2022 com Carplay - Mitsubishi Outlander 2021 a 2022 COM RÁDIO JBL E CARPLAY - Mitsubishi Pajero Full 2021 com Carplay - Mitsubishi Pajero Sport 2020 com Carplay - Mitsubishi Pajero Sport 2021 a 2022 Versão HPE com Carplay Nissan: - Nissan Frontier 2019 a 2022 com Carplay - Nissan Kicks 2022 com Carplay - Nissan Versa 2021 Versão ADVANCE com Carplay - Nissan Versa 2021 Versão EXCLUSIVE com Carplay - Nissan Versa 2022 com Carplay Peugeot: - Peugeot 2008 2018 a 2022 com Carplay - Peugeot 208 2017 a 2022 com Carplay - Peugeot 3008 2018 a 2021 com Carplay Porsche: - Porsche 718 2017 a 2022 com Carplay - Porsche Cayenne 2019 a 2022 com Carplay - Porsche Macan 2019 a 2021 com Carplay - Porsche Taycan 2021 a 2022 com Carplay Ram: - Ram 1500 2021 com Carplay - Ram 2500 2019 a 2021 com Carplay Renault: - Renault Captur 2018 a 2022 com Carplay - Renault Duster 2018 a 2022 com Carplay - Renault Duster Oroch 2018 a 2023 com Carplay - Renault Kwid 2018 a 2022 com Carplay - Renault Sandero 2018 a 2022 com Carplay Toyota: - Toyota Corolla 2020 a 2022 com Carplay - Toyota Corolla Cross 2022 com Carplay - Toyota Hilux 2020 a 2022 com Carplay - Toyota Hilux SW4 2020 a 2022 com Carplay - Toyota Yaris 2020 a 2022 com Carplay Volkswagen: - Volkswagen Amarok 2018 a 2022 com Carplay - Volkswagen Fox 2018 a 2022 com Carplay - Volkswagen Gol 2018 a 2022 com Carplay - Volkswagen Golf 2018 a 2020 com Carplay - Volkswagen Jetta 2018 a 2021 com Carplay - Volkswagen Nivus 2021 a 2022 com Carplay - Volkswagen Polo 2018 a 2022 com Carplay - Volkswagen Saveiro 2018 a 2022 com Carplay - Volkswagen T-Cross 2019 a 2022 com Carplay - Volkswagen Taos 2022 com Carplay - Volkswagen Tiguan 2018 a 2022 com Carplay - Volkswagen Virtus 2018 a 2022 com Carplay - Volkswagen Voyage 2018 a 2022 com Carplay Volvo: - Volvo S60 2020 a 2022 com Carplay - Volvo S90 2019 a 2022 com Carplay - Volvo V60 2019 a 2020 com Carplay - Volvo XC40 2018 a 2022 com Carplay - Volvo XC60 2018 a 2022 com Carplay - Volvo XC90 2017 a 2022 com Carplay

!{max-width:250px; height:auto}https://http2.mlstatic.com/D_NQ_NP_888648-MLB72266700742_102023-F.webp!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
"Rotulagem de Dados";"Rotulagem de Dados";"Responder pesquisa";"LABEL_PACP_2024_00005926";"h1. Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb

CAIXA DE SOM BLUETOOTH PORTÁTIL Desfrute da sua música em qualquer lugar, caixa de som com função multimídia proporciona um som cheio, natural. Design portátil de fácil transporte, para que o usuário escute suas músicas favoritas com qualidade e mobilidade. ------------------------------------------------------------------------------------------------ Bluetooth - Conecte o seu celular a caixa de som sem fio, e tenha total acesso a sua playlist e app como spotify para ouvir todas as sua música preferidas. MP3 - Com função MP3 Player, escute as músicas de seu cartão micro SD ou USB, basta conectar a caixa e pronto. Rádio FM ------------------------------------------------------------------------------------------------ Especificações do produto: -Tamanho: 18cm de altura, 11,5 de largura -Versão: 5.0+EDR (A2DP) -Distancia: Até 10m -Canal: Estéreo 2.0 -Potencia de saída: 5W -Resposta de frequência: 20Hz-20KHz -Capacidade de carga: 500mAh -Tensão de carregamento de bateria: 5V (USB) CABO JÁ INCLUSO -Tempo de Reprodução: Entre 3 e 5 horas (Depende do Volume, podendo ser dias de carga) -Tempo de Carregamento: Aproximadamente 4 horas -Apoio: USB/TF/FM -Acessório do produto: Caixa do produto + cabo para carregamento -Peso: aproximadamente 0,4kg Itens Inclusos: - 01 Rádio portátil - Rad-8672 - 01 Cabo de alimentação Ver itens relacionados Porta USB

!{max-width:250px; height:auto}https://m.media-amazon.com/images/I/41dO+YrQHpL._AC_UL320_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/41dO+YrQHpL._AC_.jpg! !{max-width:250px; height:auto}https://m.media-amazon.com/images/I/41zu+0KU0eL._AC_.jpg!";"29/04/2024";"31/05/2024";"jcsilva";"GR04"
